nom_dep,nom_prov,nom_dist,nom_ccpp,objectid,ubigeo_ccpp,p94_ccppesce,tipo_ccpp,vivitotal,vivitot_hab,pobl_total,vivicon_conex,poblcon_accesoserv,tenen_serv,conserv_formabast,p105_tienesistagua,p107_cuentasistdispexcr,p107a_realizdispexcr,p107a_realizdispexcr_pozocieg,lat,lng
AMAZONAS,BAGUA,EL PARCO,TAÑUSPILLO,316180,0102040004,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,1,3,1,3,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.617059999999981,-78.484643
AMAZONAS,BAGUA,EL PARCO,TAÑUSPE,316181,0102040005,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,13,11,32,13,32,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.602132999999981,-78.47791699999999
AMAZONAS,BAGUA,EL PARCO,PUERTO BOLIVAR,316182,0102040006,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,12,5,19,5,19,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.615290000000016,-78.48797200000001
AMAZONAS,BAGUA,EL PARCO,MACACUNA,316185,0102040010,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,19,5,34,16,34,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.631338000000028,-78.47223500000001
AMAZONAS,BAGUA,EL PARCO,SAN LUIS,316186,0102040011,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,14,11,37,11,37,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.632479999999987,-78.48336
AMAZONAS,BAGUA,IMAZA,YANAT,316222,0102050037,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,48,48,283,48,283,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-4.906833000000006,-78.54428000000001
AMAZONAS,BAGUA,IMAZA,BAKANTS,316247,0102050063,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,73,71,384,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.204994999999997,-78.135468
AMAZONAS,BAGUA,IMAZA,INAYO,316262,0102050080,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,19,19,62,19,62,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.1877999999999815,-78.29117200000002
AMAZONAS,BAGUA,IMAZA,CHIGKANAS,316277,0102050096,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,33,32,125,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.188263000000006,-78.15783499999998
AMAZONAS,BAGUA,IMAZA,AYAI ENTSA,316279,0102050099,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,32,32,125,32,125,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.080519999999979,-78.34222299999999
AMAZONAS,BAGUA,IMAZA,MEENTE,316289,0102050109,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,63,63,254,63,254,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.201309999999978,-78.31360999999998
AMAZONAS,BAGUA,IMAZA,UYAC ENTSA,316294,0102050115,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,25,68,25,68,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-4.816590000000019,-78.3243
AMAZONAS,BAGUA,IMAZA,PAKUN,316328,0102050165,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,53,53,258,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.171046999999987,-78.284583
AMAZONAS,BAGUA,IMAZA,WAGA ENTSA,316348,010205,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,22,22,84,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-4.99133999999998,-78.389587
AMAZONAS,BAGUA,IMAZA,SHAPIK,316353,010205,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,20,49,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-4.99133999999998,-78.389587
AMAZONAS,BAGUA,LA PECA,LIMONYACO ALTO,316370,0102060011,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,27,23,79,10,35,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.564099999999996,-78.50539300000003
AMAZONAS,BAGUA,LA PECA,YACUPE,316373,0102060014,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,21,18,63,21,63,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.576891999999987,-78.463707
AMAZONAS,BAGUA,LA PECA,SANTA ROSA,316381,0102060022,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,21,15,44,20,40,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.591715000000022,-78.452383
AMAZONAS,BAGUA,LA PECA,MULLUCASHE,316383,0102060030,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,49,38,124,32,108,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.606622000000016,-78.45719200000002
AMAZONAS,BAGUA,LA PECA,SAN LUIS,316388,0102060037,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,3,5,4,5,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.64335699999998,-78.44241299999999
AMAZONAS,BAGUA,LA PECA,GUAYAQUIL,316391,0102060040,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,27,22,57,27,57,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.633691999999996,-78.434912
AMAZONAS,BAGUA,LA PECA,SAN LORENZO,316394,0102060043,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,35,25,60,35,60,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.662384999999972,-78.43456500000002
AMAZONAS,BAGUA,LA PECA,EL POTRERILLO,316396,0102060049,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,16,12,60,16,60,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.568827999999996,-78.45098300000001
AMAZONAS,BAGUA,LA PECA,SHAMBO,316397,0102060054,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,9,5,10,9,10,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.584822999999972,-78.46858800000001
AMAZONAS,BAGUA,LA PECA,MIRADOR,316398,010206,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,10,40,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.591977999999983,-78.44540599999999
AMAZONAS,BONGARA,CHISQUILLA,SEÑORIA,316429,0103020003,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,5,3,5,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.863032999999973,-77.802167
AMAZONAS,BONGARA,CHISQUILLA,CAPILLA,316432,0103020006,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,7,29,7,29,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.871802000000002,-77.79895499999998
AMAZONAS,BONGARA,CHISQUILLA,NUEVA ALIANZA,316433,0103020007,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,3,2,3,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.893039999999985,-77.79011300000002
AMAZONAS,BONGARA,CHISQUILLA,CHIROSH,316434,0103020008,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,10,3,10,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.878007000000025,-77.80355800000001
AMAZONAS,BONGARA,CHISQUILLA,CALIFORNIA,316436,0103020010,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,5,2,5,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-5.8843180000000075,-77.79675300000002
AMAZONAS,BONGARA,CHISQUILLA,NEGROCUCHO,316437,0103020011,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,6,19,6,19,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.878082000000006,-77.797347
AMAZONAS,BONGARA,CHISQUILLA,PUERTO ETEN,316440,0103020014,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,3,1,3,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-5.8876450000000204,-77.79522800000001
AMAZONAS,BONGARA,CHISQUILLA,PUERTO EL MILAGRO,316441,0103020015,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,3,1,3,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.889967000000013,-77.79396700000001
AMAZONAS,BONGARA,CHISQUILLA,SHOTARAN,316442,0103020016,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,10,2,10,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.891120000000001,-77.79378700000001
AMAZONAS,BONGARA,CHISQUILLA,CHINCHANGO,316443,0103020017,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,6,20,6,20,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.89308299999999,-77.79254500000002
AMAZONAS,BONGARA,CHISQUILLA,PUERTO YURIMAGUAS,316444,0103020018,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,1,1,1,1,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.892082000000016,-77.79403000000002
AMAZONAS,BONGARA,CHISQUILLA,PUERTO ARTURO,316445,0103020019,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,5,2,5,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.897772999999972,-77.79183499999999
AMAZONAS,BONGARA,CHISQUILLA,TIALANGO,316446,0103020020,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,4,17,4,17,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.879052999999999,-77.79683299999999
AMAZONAS,BONGARA,CHISQUILLA,YERBA BUENA,316450,0103020024,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,6,25,6,25,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.890067999999985,-77.793927
AMAZONAS,BONGARA,CHISQUILLA,GANSO AZUL,316451,0103020025,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,3,2,3,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.865369999999984,-77.80098800000002
AMAZONAS,BONGARA,CHISQUILLA,VINDA,316455,0103020029,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,8,2,8,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.871410000000026,-77.80693200000002
AMAZONAS,BONGARA,CHISQUILLA,COLA DE GONTA,316456,0103020030,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,2,1,2,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.8563629999999876,-77.804823
AMAZONAS,BONGARA,CHISQUILLA,UJARAN,316459,0103020033,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,3,1,3,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-5.8949799999999755,-77.78023200000001
AMAZONAS,BONGARA,CHISQUILLA,PUERTO NUEVO,316462,0103020036,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,1,1,1,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-5.895485000000008,-77.79317800000001
AMAZONAS,BONGARA,COROSHA,NARANJITOS,316477,0103040009,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,1,1,1,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.814857000000018,-77.84394500000002
AMAZONAS,BONGARA,COROSHA,CRUCE,316478,0103040010,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,7,5,5,7,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.816845000000001,-77.83990299999999
AMAZONAS,BONGARA,COROSHA,SARGENTO LORES,316479,0103040011,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,1,1,1,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.814745000000016,-77.83784200000002
AMAZONAS,BONGARA,COROSHA,GOQUETE,316480,0103040012,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,8,22,8,21,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.815166999999974,-77.83469500000001
AMAZONAS,BONGARA,COROSHA,IGLESIAPAMPA,316481,0103040013,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,1,1,1,1,1,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.817107000000021,-77.83786800000001
AMAZONAS,BONGARA,COROSHA,QUEBRADA HONDA,316486,0103040018,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,3,6,3,6,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.826683000000003,-77.81648999999999
AMAZONAS,BONGARA,COROSHA,ASERRADERO BEIRUT,316488,0103040022,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,7,23,1,1,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.827409999999986,-77.816145
AMAZONAS,BONGARA,COROSHA,LA CHORRERA,316489,0103040023,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,5,18,7,17,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.831826999999976,-77.81300800000002
AMAZONAS,BONGARA,COROSHA,GONCHILLO,316490,0103040025,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,1,4,1,4,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.839797999999973,-77.809303
AMAZONAS,BONGARA,COROSHA,LA BANDA,316491,0103040026,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,14,6,25,5,25,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.82733300000001,-77.83143000000001
AMAZONAS,BONGARA,COROSHA,PUNTA,316493,0103040028,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,19,19,41,14,42,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.848423000000025,-77.813085
AMAZONAS,BONGARA,COROSHA,ZARUMILLA,316494,0103040029,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,1,3,1,3,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.8542340000000195,-77.80987800000003
AMAZONAS,BONGARA,COROSHA,PUEBLO JOVEN,316499,0103040034,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,12,12,48,12,48,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.816197999999986,-77.83378499999998
AMAZONAS,BONGARA,CUISPES,COLMENA,316505,0103050004,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,7,32,7,32,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.894263000000024,-77.91661299999998
AMAZONAS,BONGARA,CUISPES,PIZARRO,316510,0103050009,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,27,27,108,27,108,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.912914999999998,-77.95176500000002
AMAZONAS,BONGARA,CUISPES,RAMOS,316515,0103050014,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,1,3,3,3,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-5.934280000000001,-77.95965999999999
AMAZONAS,BONGARA,CUISPES,COCAPAMPA,316520,0103050020,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,6,28,6,28,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-5.9012369999999805,-77.91477200000003
AMAZONAS,BONGARA,FLORIDA,PACHE,316546,0103060023,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,34,34,89,34,89,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.8874099999999885,-77.978118
AMAZONAS,BONGARA,FLORIDA,CHAQUIL,316567,0103060049,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,22,22,42,22,42,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.889857000000006,-77.97619099999997
AMAZONAS,BONGARA,JAZAN,NUEVA ESPERANZA,316575,0103070006,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,220,220,1100,0,0,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.935481999999979,-77.97675500000003
AMAZONAS,BONGARA,JAZAN,EL EDEN,316579,0103070010,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,69,68,340,69,340,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.928064000000006,-77.96817399999998
AMAZONAS,BONGARA,JAZAN,SAN JERONIMO,316581,0103070022,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,8,24,6,15,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.968375999999978,-77.97089299999999
AMAZONAS,BONGARA,JAZAN,ALUMBRE,316584,0103070029,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,12,11,52,11,52,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.967444999999998,-77.981763
AMAZONAS,BONGARA,JAZAN,GOSHCATA,316586,0103070031,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,4,15,3,10,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.968375999999978,-77.96276899999998
AMAZONAS,BONGARA,JAZAN,LA JUNTA,316591,0103070039,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,11,9,22,9,22,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.971246000000008,-78.000943
AMAZONAS,BONGARA,JAZAN,LIMA PAMPA,316596,0103070055,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,38,35,175,38,175,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.9242550000000165,-77.96828799999997
AMAZONAS,BONGARA,RECTA,RECTA,316597,0103080001,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,20,48,25,48,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.917644999999993,-77.788838
AMAZONAS,BONGARA,RECTA,CHAUPI CRUZ,316600,0103080005,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,2,7,6,7,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.932642999999985,-77.77139799999998
AMAZONAS,BONGARA,RECTA,HUANSHO,316602,0103080008,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,4,2,4,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-5.921269999999993,-77.78477199999998
AMAZONAS,BONGARA,RECTA,JEPA,316603,0103080009,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,7,18,8,18,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.926112999999987,-77.77894199999997
AMAZONAS,BONGARA,RECTA,PUEBLO NUEVO,316604,0103080010,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,2,6,5,6,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.953925000000027,-77.76353
AMAZONAS,BONGARA,SAN CARLOS,NUEVA COLOMBIA,316624,0103090015,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,15,40,15,40,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.96638999999999,-77.95107999999999
AMAZONAS,BONGARA,VALERA,MATIAZA RIMACHI,316643,0103110005,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,25,83,22,69,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-6.04989999999998,-77.929442
AMAZONAS,BONGARA,YAMBRASBAMBA,OSO PERDIDO,316663,0103120006,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,14,14,60,14,60,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.716312000000016,-77.84334799999999
AMAZONAS,BONGARA,YAMBRASBAMBA,SANTA ROSA,316666,0103120009,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,80,74,88,60,168,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.701616999999999,-77.85485799999998
AMAZONAS,BONGARA,YAMBRASBAMBA,ARENISCA,316671,0103120015,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,19,15,50,15,50,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.70640800000001,-77.89773300000002
AMAZONAS,BONGARA,YAMBRASBAMBA,SICHOCA,316682,0103120029,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,16,13,62,10,48,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.747869999999978,-77.92910999999998
AMAZONAS,BONGARA,YAMBRASBAMBA,CORTE CERRADO,316683,0103120030,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,18,75,15,62,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.751508000000001,-77.90483999999998
AMAZONAS,BONGARA,YAMBRASBAMBA,GOCA,316699,0103120047,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,9,6,25,6,25,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.758004000000028,-77.90741700000001
AMAZONAS,CONDORCANQUI,NIEVA,VISTA ALEGRE,316735,0104010030,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,156,156,665,13,55,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-4.591709999999978,-77.860278
AMAZONAS,CONDORCANQUI,NIEVA,FRANCISCO RODRIGUEZ CONTRERAS,316736,0104010031,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,167,167,1060,167,1060,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-4.593432000000007,-77.86854199999999
AMAZONAS,CONDORCANQUI,NIEVA,HECTOR PEAS,316741,0104010036,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,82,82,655,82,655,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-4.604235000000017,-77.86237799999998
AMAZONAS,CONDORCANQUI,NIEVA,SANTA FE,316764,0104010059,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,30,126,30,126,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-4.871635000000026,-78.00112000000001
AMAZONAS,CONDORCANQUI,NIEVA,PARCELACION MONTERRICO,316766,0104010061,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,70,70,406,70,406,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-4.89627200000001,-78.02952800000003
AMAZONAS,CONDORCANQUI,NIEVA,UCHI CHIANGOS,316768,0104010063,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,30,100,20,90,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-4.8224630000000275,-77.92331000000001
AMAZONAS,CONDORCANQUI,NIEVA,SAN PEDRO,316770,0104010065,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,52,52,109,20,83,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-4.830629999999985,-77.93761799999999
AMAZONAS,CONDORCANQUI,NIEVA,PUTUYAKAT,316778,0104010073,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,87,85,550,58,300,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-4.900250000000028,-78.03740199999999
AMAZONAS,CONDORCANQUI,NIEVA,JEMPETS,316816,0104010120,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,25,68,13,40,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-4.505811999999992,-77.94977799999998
AMAZONAS,CONDORCANQUI,EL CENEPA,WAWAIM,316911,0104020049,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,56,56,224,56,224,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-4.6363999999999805,-78.14613300000002
AMAZONAS,CONDORCANQUI,EL CENEPA,CHAPIGIN,316919,0104020058,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,25,75,25,75,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-4.596772999999985,-78.204028
AMAZONAS,CONDORCANQUI,RIO SANTIAGO,KAMIT ENTSA,317005,010403,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,38,38,190,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-3.813449999999989,-77.88811500000003
AMAZONAS,LUYA,CAMPORREDONDO,LAS GALERAS,317042,0105020007,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,2,8,3,8,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.1830380000000105,-78.28549700000002
AMAZONAS,LUYA,CAMPORREDONDO,SAN JUAN,317050,0105020015,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,5,7,5,7,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.221092999999996,-78.302933
AMAZONAS,LUYA,CAMPORREDONDO,CONDOR PUÑUÑA,317055,0105020020,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,4,15,4,15,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.209172000000024,-78.313533
AMAZONAS,LUYA,CAMPORREDONDO,LAS AGUAS,317057,0105020022,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,5,11,3,5,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.194844999999987,-78.312545
AMAZONAS,LUYA,CAMPORREDONDO,PAMPA GRANDE,317072,0105020037,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,21,20,100,21,100,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.220955000000004,-78.326957
AMAZONAS,LUYA,CAMPORREDONDO,EL NOQUE,317073,0105020038,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,6,25,7,25,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.187004999999999,-78.35014000000001
AMAZONAS,LUYA,COLCAMAR,CHUQUICHACA,317166,0105040011,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,3,9,6,9,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.321608000000026,-77.93208800000002
AMAZONAS,LUYA,COLCAMAR,SARGENTO,317167,0105040012,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,3,2,3,3,3,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.320822000000021,-77.93190199999998
AMAZONAS,LUYA,COLCAMAR,TELPES,317168,0105040013,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,6,16,8,16,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.317228,-77.94713000000002
AMAZONAS,LUYA,COLCAMAR,GOLAUCO,317172,0105040018,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,5,18,5,18,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.276176000000021,-77.974334
AMAZONAS,LUYA,COLCAMAR,BUENOS AIRES,317173,0105040019,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,6,21,6,21,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.278466999999978,-77.98036300000001
