nom_dep,nom_prov,nom_dist,nom_ccpp,objectid,ubigeo_ccpp,p94_ccppesce,tipo_ccpp,vivitotal,vivitot_hab,pobl_total,vivicon_conex,poblcon_accesoserv,tenen_serv,conserv_formabast,p105_tienesistagua,p107_cuentasistdispexcr,p107a_realizdispexcr,p107a_realizdispexcr_pozocieg,lat,lng
AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,UPIANA,317934,0106070006,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,21,21,74,21,74,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.373542999999984,-77.51742300000001
AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,LUCMAPAMPA,317943,0106080009,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,2,2,7,2,7,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.495897000000014,-77.41547000000003
AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,CHAGUAR,317945,0106080013,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,7,21,8,21,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.499158000000023,-77.42285700000002
AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,CALASBAMBA,317950,0106080022,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,7,6,15,7,15,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.496620000000007,-77.38989800000002
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,OMIA,317951,0106090001,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,53,43,140,53,140,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.467849000000001,-77.395623
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,BUENA VISTA,317958,0106090009,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,12,12,36,8,25,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.446039999999982,-77.38234
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,TINGO GEBIL,317973,0106090024,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,52,50,168,51,168,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.477194999999995,-77.3777
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,PUMAMARCA,317975,0106090026,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,65,63,230,63,230,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.475828999999976,-77.35602899999998
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,LIMON,317979,0106090030,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,22,18,52,16,40,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.45915500000001,-77.39753200000001
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,CHORRILLOS,317982,0106090033,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,3,10,5,10,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.461948000000007,-77.40278699999999
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,MIRAFLORES,317985,0106090037,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,16,15,42,11,30,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.440018000000009,-77.39560699999998
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,SAN JUAN,317987,0106090039,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,97,93,380,96,380,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.464886999999976,-77.39797299999998
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,TINGO,317989,0106090041,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,14,13,47,14,47,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.470981999999992,-77.382317
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,LA COLPA,317994,0106090047,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,9,6,15,3,9,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.471490000000017,-77.36328800000001
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,GUALAMITA,317995,0106090048,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,14,14,33,14,33,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.482069000000024,-77.35186299999998
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,NUEVO SANTA CRUZ,317997,0106090052,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,56,54,175,44,110,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.4642129999999725,-77.32301799999999
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,SHIHUA GRANDE,318008,0106090064,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,3,12,3,12,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.447418000000027,-77.41472800000003
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,ANDREA,318009,0106090065,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,5,13,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-6.444712999999979,-77.42026499999997
AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,TAULIA,318026,0106100006,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,4,17,4,17,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.452777000000026,-77.46368000000001
AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,MASHOPAMPA,318029,0106100010,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,5,5,11,5,11,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.454391999999984,-77.45827000000003
AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,CALZADA,318032,0106100015,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,17,17,49,17,49,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.447907999999984,-77.46390300000002
AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,TOTORA,318036,0106110001,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,45,28,105,28,105,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.4929500000000075,-77.47171500000002
AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,MORRERO,318041,0106110006,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,9,9,36,9,36,Con servicio,Abastecido por centro poblado vecino,No,No,No,Si,-6.5005219999999895,-77.45779299999998
AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,ALTO AMAZONAS,318046,0106120005,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,44,44,152,30,87,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-6.237077999999997,-77.25225499999999
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,LOS PUKIOS,318062,0107010002,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,60,45,200,37,178,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.725677000000019,-78.52359200000001
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,QUEBRADA SECA ALTA,318065,0107010006,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,200,0,900,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.747645999999975,-78.507026
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,MORROPON,318066,0107010007,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,110,100,600,80,350,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.750714000000016,-78.537485
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,LA CRUZ,318073,0107010014,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,22,0,65,8,30,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.826999999999998,-78.49251299999997
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,NUEVO HORIZONTE BAJO,318078,0107010019,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,28,0,95,2,95,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.8040340000000015,-78.525217
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,SANTA ROSA,318096,0107010038,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,38,0,100,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.845983999999987,-78.44026100000002
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,LA TABLA,318097,0107010039,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,40,40,200,40,200,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.854445999999996,-78.454451
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,LAS MERCEDES,318098,0107010040,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,0,90,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.722452999999973,-78.48699699999997
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,PROSOCHO,318105,0107010047,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,45,0,270,45,270,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.885025999999982,-78.35204299999998
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,NUEVO JERUSALEN,318106,0107010048,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,120,0,500,120,500,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.879971000000012,-78.36004400000002
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,CAMPO ALEGRE,318108,0107010050,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,50,50,250,50,250,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.861966999999993,-78.447246
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,MANANTIAL,318112,0107010054,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,55,0,265,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.847847999999999,-78.43084900000002
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,LA UNION,318124,0107010066,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,35,0,220,35,220,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.9127300000000105,-78.41202700000002
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,LA PALMA,318131,0107010073,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,50,45,200,7,20,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.905584999999974,-78.37848200000002
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,CHUCMAR,318141,0107010083,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,62,0,243,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.930562000000009,-78.38910199999998
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,LA VERSALLA,318160,0107010102,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,120,0,450,120,450,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.714222000000007,-78.497027
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,QUEBRADA SECA BAJA,318161,0107010103,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,68,0,350,64,332,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.7178499999999985,-78.48289799999998
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,LAS PAMPAS,318165,0107010107,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,40,30,150,30,165,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.768832999999972,-78.55621300000001
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL HUARANGAL,318167,0107010109,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,12,0,60,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.866314999999986,-78.335125
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,SAN MARCOS,318169,0107010111,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,0,82,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.821102999999994,-78.314911
AMAZONAS,UTCUBAMBA,CAJARURO,SANTA MARIA,318180,0107020012,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,18,18,60,18,60,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.6736099999999965,-78.327362
AMAZONAS,UTCUBAMBA,CAJARURO,LIRIO DE LOS VALLES,318182,0107020014,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,50,45,200,50,200,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.6703580000000215,-78.36929300000003
AMAZONAS,UTCUBAMBA,CAJARURO,PROGRESO,318183,0107020017,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,7,35,8,35,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.668993,-78.37698699999999
AMAZONAS,UTCUBAMBA,CAJARURO,SAN JUAN,318204,0107020038,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,18,16,80,18,80,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.71848,-78.27326699999998
AMAZONAS,UTCUBAMBA,CAJARURO,NUEVA ESPERANZA,318209,0107020043,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,60,55,209,60,209,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.698845000000006,-78.36678799999999
AMAZONAS,UTCUBAMBA,CAJARURO,LUCERO,318210,0107020044,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,15,34,34,34,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.699837000000002,-78.35706199999998
AMAZONAS,UTCUBAMBA,CAJARURO,SEÑOR DE LOS MILAGROS,318215,0107020050,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,24,22,110,24,110,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.718914999999981,-78.38712299999997
AMAZONAS,UTCUBAMBA,CAJARURO,LIMONCITO,318219,0107020054,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,8,40,10,40,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.719449999999995,-78.35112299999997
AMAZONAS,UTCUBAMBA,CAJARURO,VISTA ALEGRE,318224,0107020059,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,26,26,92,26,92,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.744601999999986,-78.30723799999998
AMAZONAS,UTCUBAMBA,CAJARURO,CAÑA BRAVA,318226,0107020061,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,14,14,27,14,27,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.746899999999982,-78.29936500000002
AMAZONAS,UTCUBAMBA,CAJARURO,LA BELLACA,318232,0107020068,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,12,6,15,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.749691999999982,-78.270487
AMAZONAS,UTCUBAMBA,CAJARURO,CHIRIACO,318236,0107020072,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,70,30,50,25,60,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.731330000000014,-78.43435499999998
AMAZONAS,UTCUBAMBA,CAJARURO,NUEVA ZELANDIA,318238,0107020074,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,46,42,128,46,128,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.731895000000009,-78.38375200000002
AMAZONAS,UTCUBAMBA,CAJARURO,LA CURVA SANTA CRUZ,318241,0107020077,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,52,52,168,52,100,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.755742999999995,-78.383872
AMAZONAS,UTCUBAMBA,CAJARURO,NUEVO PIURA,318243,0107020079,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,120,115,310,120,310,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.763847999999996,-78.317003
AMAZONAS,UTCUBAMBA,CAJARURO,LAS LAGUNAS,318244,0107020080,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,66,60,155,66,155,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.763541999999973,-78.30262699999997
AMAZONAS,UTCUBAMBA,CAJARURO,SAN MIGUEL,318254,0107020090,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,27,27,78,27,78,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.765367000000026,-78.33333800000003
AMAZONAS,UTCUBAMBA,CAJARURO,NUEVO PORVENIR,318255,0107020091,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,21,16,46,21,46,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.7515769999999975,-78.34989999999999
AMAZONAS,UTCUBAMBA,CAJARURO,EL CRUCE,318257,0107020093,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,24,24,120,24,120,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.747725000000003,-78.422643
AMAZONAS,UTCUBAMBA,CAJARURO,SANTA CRUZ,318259,0107020095,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,7,26,8,26,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.763192000000004,-78.39182799999998
AMAZONAS,UTCUBAMBA,CAJARURO,BELEN,318262,0107020098,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,12,12,30,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.780612000000019,-78.30564700000002
AMAZONAS,UTCUBAMBA,CAJARURO,SAN LORENZO,318265,0107020101,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,92,86,257,92,257,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.787152999999989,-78.24543999999997
AMAZONAS,UTCUBAMBA,CAJARURO,PANAMA,318266,0107020102,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,25,23,100,25,100,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.810054999999977,-78.25842
AMAZONAS,UTCUBAMBA,CAJARURO,NUEVA ESPERANZA,318268,0107020104,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,67,64,238,67,238,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.808262000000013,-78.22148700000002
AMAZONAS,UTCUBAMBA,CAJARURO,EL PROGRESO,318271,0107020107,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,14,14,35,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.803652999999997,-78.20500700000002
AMAZONAS,UTCUBAMBA,CAJARURO,VICTOR RAUL,318278,0107020116,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,46,46,140,46,140,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.862382000000025,-78.18206500000002
AMAZONAS,UTCUBAMBA,CAJARURO,EL TESORO,318283,0107020121,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,31,31,113,31,113,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.81750199999999,-78.22378800000001
AMAZONAS,UTCUBAMBA,CAJARURO,TIGRES PAMPA,318284,0107020122,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,8,26,8,26,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.825536999999997,-78.23197499999998
AMAZONAS,UTCUBAMBA,CAJARURO,SIRUMBACHI,318286,0107020124,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,58,53,139,58,139,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.832282000000021,-78.23623199999997
AMAZONAS,UTCUBAMBA,CAJARURO,EL TRIUNFO,318287,0107020125,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,40,31,105,40,105,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.810884999999985,-78.23047700000001
AMAZONAS,UTCUBAMBA,CAJARURO,ALTO PORVENIR,318288,0107020126,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,32,32,98,32,98,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.859897999999987,-78.19198
AMAZONAS,UTCUBAMBA,CAJARURO,EL MIRADOR,318292,0107020134,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,15,48,15,48,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.85334499999999,-78.19640199999998
AMAZONAS,UTCUBAMBA,CAJARURO,SAN CRISTOBAL,318293,0107020135,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,6,20,6,20,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.840682000000015,-78.19713200000001
AMAZONAS,UTCUBAMBA,CAJARURO,CULQUINMALA,318294,0107020136,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,30,95,30,95,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.847555,-78.19275800000003
AMAZONAS,UTCUBAMBA,CAJARURO,EUROPA,318295,0107020137,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,4,15,8,15,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.82899500000002,-78.18895300000003
AMAZONAS,UTCUBAMBA,CAJARURO,SAN FRANCISCO,318297,0107020139,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,12,38,15,38,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.739657000000022,-78.39821
AMAZONAS,UTCUBAMBA,CAJARURO,POMA ROSA,318298,0107020140,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,9,9,29,9,29,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.872017000000028,-78.18924500000003
AMAZONAS,UTCUBAMBA,CAJARURO,LA PACCHA,318310,010702,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,12,12,60,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.6143129999999815,-78.174779
AMAZONAS,UTCUBAMBA,CUMBA,PLAYA HERMOSA,318337,0107030026,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,29,24,71,38,85,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.917426999999975,-78.56584700000002
AMAZONAS,UTCUBAMBA,CUMBA,TABACALES,318343,0107030032,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,9,27,11,23,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.933558000000005,-78.60759999999999
AMAZONAS,UTCUBAMBA,CUMBA,LA GARAGARA,318373,0107030062,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,6,14,5,18,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.94446499999998,-78.60236700000002
AMAZONAS,UTCUBAMBA,CUMBA,LA MOLANA,318375,0107030064,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,30,19,43,30,36,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.943613000000028,-78.66001299999999
AMAZONAS,UTCUBAMBA,CUMBA,LAS PITAYAS,318377,0107030066,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,4,4,8,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.921612999999979,-78.631842
AMAZONAS,UTCUBAMBA,CUMBA,LA PALMA,318378,0107030067,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,6,4,8,20,62,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.869248000000027,-78.61015700000002
AMAZONAS,UTCUBAMBA,EL MILAGRO,LA PRIMAVERA,318402,0107040020,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,10,45,124,620,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.739157999999975,-78.65128499999997
AMAZONAS,UTCUBAMBA,JAMALCA,SALAO,318411,0107050005,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,78,78,239,78,239,Con servicio,Abastecido por centro poblado vecino,No,No,Si,Si,-5.836256999999989,-78.24596200000002
AMAZONAS,UTCUBAMBA,JAMALCA,PUERTO PANAMA,318412,0107050006,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,40,38,152,38,152,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.827328000000023,-78.27076
AMAZONAS,UTCUBAMBA,JAMALCA,ANGAMOS,318414,0107050008,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,22,20,100,18,90,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.863721999999996,-78.25761
AMAZONAS,UTCUBAMBA,JAMALCA,SANTA ROSA,318425,0107050019,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,10,8,32,7,26,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.888823000000002,-78.22979700000002
AMAZONAS,UTCUBAMBA,JAMALCA,RAMON CASTILLA,318428,0107050022,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,40,34,170,24,120,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-5.906796999999983,-78.266008
AMAZONAS,UTCUBAMBA,JAMALCA,MOROCHAL,318430,0107050024,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,20,20,66,21,66,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.892971999999986,-78.22477199999997
AMAZONAS,UTCUBAMBA,JAMALCA,RIEGUILLO,318443,0107050037,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,29,28,140,28,140,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.981976999999972,-78.165278
AMAZONAS,UTCUBAMBA,JAMALCA,DUNIA GRANDE,318444,0107050038,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,28,28,140,57,285,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.9859200000000214,-78.16830700000003
AMAZONAS,UTCUBAMBA,JAMALCA,SAN LUIS,318458,0107050052,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,29,29,145,29,145,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-5.945867000000021,-78.16984200000002
AMAZONAS,UTCUBAMBA,LONYA GRANDE,GRADADILLA,318474,0107060011,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,8,5,12,0,0,Con servicio,Abastecido por centro poblado vecino,No,No,Si,No,-6.05550199999999,-78.40100999999999
AMAZONAS,UTCUBAMBA,LONYA GRANDE,NUEVO BELEN,318490,0107060027,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,48,37,120,37,100,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.056922999999983,-78.42256800000001
AMAZONAS,UTCUBAMBA,LONYA GRANDE,MORALES,318541,0107060083,CCPP CON VIVIENDAS Y POBLACIÓN UBICADO,Rural,15,10,32,7,28,Con servicio,Abastecido por centro poblado vecino,No,Si,,,-6.0488280000000145,-78.42373300000003
